Carrier Code,Date (DD/MM/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,08-08-2024,668,N713TW,JFK,10:16:00,10:17:00,1,0,0,0,0,0
DL,08-08-2024,669,N711ZX,JFK,12:23:00,12:17:00,-6,0,0,0,0,0
DL,08-08-2024,670,N722TW,JFK,20:53:00,21:51:00,58,1,0,48,0,9
DL,08-08-2024,679,N702TW,JFK,18:32:00,18:11:00,-21,0,0,0,0,0
DL,08-08-2024,680,N707TW,JFK,14:42:00,14:38:00,-4,0,0,0,0,0
DL,08-08-2024,756,N927DZ,MSP,17:48:00,19:34:00,106,77,0,22,0,7
DL,08-08-2024,823,N808DN,ATL,16:52:00,16:45:00,-7,0,0,0,0,0
DL,08-08-2024,858,N891DN,MSP,20:37:00,20:38:00,1,0,0,0,0,0
DL,08-08-2024,884,N669DN,MSP,09:39:00,10:09:00,30,0,0,30,0,0
DL,08-08-2024,902,N578DN,SLC,12:37:00,12:59:00,22,0,0,22,0,0
DL,08-08-2024,916,N589NW,ATL,10:16:00,10:23:00,7,0,0,0,0,0
DL,08-08-2024,920,N368NW,SLC,09:05:00,09:15:00,10,0,0,0,0,0
DL,08-08-2024,977,N509DT,BOS,11:37:00,12:15:00,38,0,0,38,0,0
DL,08-08-2024,1085,N818DA,SLC,21:50:00,22:43:00,53,53,0,0,0,0
DL,08-08-2024,1088,N317DU,SLC,16:26:00,16:34:00,8,0,0,0,0,0
DL,08-08-2024,1091,N370NB,SLC,00:04:00,00:13:00,9,0,0,0,0,0
DL,08-08-2024,1321,N866DN,DTW,00:51:00,01:05:00,14,0,0,0,0,0
DL,08-08-2024,1421,N3743H,LAX,08:11:00,11:09:00,178,178,0,0,0,0
DL,08-08-2024,1559,N363NW,LAX,16:44:00,16:24:00,-20,0,0,0,0,0
DL,08-08-2024,1730,N397DA,SEA,00:05:00,00:53:00,48,18,0,0,0,30
DL,08-08-2024,2054,N376NW,LAX,19:04:00,18:42:00,-22,0,0,0,0,0
DL,08-08-2024,2074,N878DN,MSP,13:08:00,13:56:00,48,0,0,48,0,0
DL,08-08-2024,2078,N882DN,MSP,11:06:00,11:38:00,32,0,0,32,0,0
DL,08-08-2024,2089,N848DN,MSP,23:36:00,23:56:00,20,0,0,1,0,19
DL,08-08-2024,2239,N801DZ,LAX,20:15:00,20:20:00,5,0,0,0,0,0
DL,08-08-2024,2267,N3743H,LAX,13:29:00,15:29:00,120,0,0,0,0,120
DL,08-08-2024,2272,N363NW,LAX,11:54:00,11:46:00,-8,0,0,0,0,0
DL,08-08-2024,2985,N108DQ,SEA,12:13:00,11:52:00,-21,0,0,0,0,0
DL,08-08-2024,2986,N351NW,LAX,23:49:00,23:46:00,-3,0,0,0,0,0
